Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-15 09:15:00+05:30,18339.30078125,18362.80078125,18291.5,18346.599609375,18346.599609375,0
2023-05-15 09:20:00+05:30,18346.900390625,18358.05078125,18333.94921875,18350.5,18350.5,0
2023-05-15 09:25:00+05:30,18351.19921875,18357.25,18344.69921875,18348.80078125,18348.80078125,0
2023-05-15 09:30:00+05:30,18350.19921875,18356.80078125,18332.94921875,18333.150390625,18333.150390625,0
2023-05-15 09:35:00+05:30,18334.0,18365.349609375,18333.25,18363.69921875,18363.69921875,0
2023-05-15 09:40:00+05:30,18364.150390625,18366.5,18355.25,18364.75,18364.75,0
2023-05-15 09:45:00+05:30,18363.650390625,18374.599609375,18361.94921875,18363.349609375,18363.349609375,0
2023-05-15 09:50:00+05:30,18363.19921875,18374.150390625,18361.849609375,18371.650390625,18371.650390625,0
2023-05-15 09:55:00+05:30,18372.55078125,18373.05078125,18368.150390625,18371.75,18371.75,0
2023-05-15 10:00:00+05:30,18371.5,18385.099609375,18371.5,18383.69921875,18383.69921875,0
2023-05-15 10:05:00+05:30,18384.30078125,18385.099609375,18374.75,18384.349609375,18384.349609375,0
2023-05-15 10:10:00+05:30,18384.650390625,18386.75,18379.19921875,18383.44921875,18383.44921875,0
2023-05-15 10:15:00+05:30,18383.75,18390.69921875,18381.80078125,18385.69921875,18385.69921875,0
2023-05-15 10:20:00+05:30,18385.44921875,18386.25,18374.349609375,18376.25,18376.25,0
2023-05-15 10:25:00+05:30,18376.349609375,18382.0,18375.05078125,18378.349609375,18378.349609375,0
2023-05-15 10:30:00+05:30,18378.25,18382.55078125,18375.69921875,18376.849609375,18376.849609375,0
2023-05-15 10:35:00+05:30,18377.599609375,18386.19921875,18375.599609375,18386.19921875,18386.19921875,0
2023-05-15 10:40:00+05:30,18386.099609375,18392.30078125,18381.69921875,18384.0,18384.0,0
2023-05-15 10:45:00+05:30,18384.599609375,18390.599609375,18381.150390625,18383.099609375,18383.099609375,0
2023-05-15 10:50:00+05:30,18382.75,18382.75,18370.55078125,18372.0,18372.0,0
2023-05-15 10:55:00+05:30,18372.05078125,18382.19921875,18367.80078125,18381.650390625,18381.650390625,0
2023-05-15 11:00:00+05:30,18381.599609375,18391.44921875,18381.599609375,18384.75,18384.75,0
2023-05-15 11:05:00+05:30,18384.94921875,18395.55078125,18384.349609375,18394.80078125,18394.80078125,0
2023-05-15 11:10:00+05:30,18393.55078125,18402.19921875,18393.55078125,18397.849609375,18397.849609375,0
2023-05-15 11:15:00+05:30,18397.650390625,18402.94921875,18397.349609375,18401.75,18401.75,0
2023-05-15 11:20:00+05:30,18402.44921875,18411.400390625,18398.80078125,18411.0,18411.0,0
2023-05-15 11:25:00+05:30,18410.849609375,18414.69921875,18410.25,18413.30078125,18413.30078125,0
2023-05-15 11:30:00+05:30,18413.69921875,18420.30078125,18411.900390625,18417.900390625,18417.900390625,0
2023-05-15 11:35:00+05:30,18416.75,18418.80078125,18409.69921875,18411.150390625,18411.150390625,0
2023-05-15 11:40:00+05:30,18410.900390625,18416.0,18410.150390625,18415.0,18415.0,0
2023-05-15 11:45:00+05:30,18415.099609375,18419.05078125,18413.849609375,18418.30078125,18418.30078125,0
2023-05-15 11:50:00+05:30,18418.05078125,18422.19921875,18413.55078125,18418.349609375,18418.349609375,0
2023-05-15 11:55:00+05:30,18418.5,18419.400390625,18412.75,18413.94921875,18413.94921875,0
2023-05-15 12:00:00+05:30,18414.599609375,18415.900390625,18409.150390625,18414.55078125,18414.55078125,0
2023-05-15 12:05:00+05:30,18414.5,18422.900390625,18414.099609375,18418.099609375,18418.099609375,0
